GARD:0000001 ! GRACILE syndrome	ORPHANET:53693	OMIM:603358 ! GRACILE syndrome
GARD:0010911 ! Autoimmune pancreatitis	ORPHANET:103919	Orphanet:103919 ! Autoimmune pancreatitis
GARD:0010913 ! Griscelli syndrome	ORPHANET:381	DC:0000356 ! Griscelli Syndrome,OMIM:607624 ! Griscelli disease type 2
GARD:0010914 ! Familial avascular necrosis of the femoral head	ORPHANET:86820	OMIM:608805 ! Familial avascular necrosis of femoral head
GARD:0010915 ! X-linked lymphoproliferative syndrome	ORPHANET:2442	OMIM:308240 ! Lymphoproliferative Syndrome, X-Linked, 1,Orphanet:2442 ! X-linked lymphoproliferative disease
GARD:0010917 ! Hypomyelination with atrophy of basal ganglia and cerebellum	ORPHANET:139441	OMIM:612438 ! Leukodystrophy, Hypomyelinating, 6,Orphanet:139441 ! Hypomyelination with atrophy of basal ganglia and cerebellum
GARD:0010919 ! Pontine tegmental cap dysplasia	ORPHANET:269229	OMIM:614688 ! Pontine tegmental cap dysplasia
GARD:0010921 ! Intraneural perineurioma	ORPHANET:100003	DOID:4696 ! intraneural perineurioma
GARD:0010922 ! 49,XXXYY syndrome	ORPHANET:261534	Orphanet:261534 ! 49,XXXYY syndrome
GARD:0010924 ! Carney triad	ORPHANET:139411	OMIM:604287 ! Carney triad
GARD:0010925 ! La Crosse encephalitis	ORPHANET:83483	DOID:0050118 ! La Crosse encephalitis
GARD:0010929 ! Nodular regenerative hyperplasia	ORPHANET:48372	Orphanet:48372 ! Nodular regenerative hyperplasia of the liver
GARD:0010933 ! Microcephaly, seizures, and developmental delay	ORPHANET:228418	OMIM:613402 ! Microcephaly, Seizures, and Developmental Delay,Orphanet:228418 ! Microcephaly - seizures - developmental delay
GARD:0010934 ! Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency	ORPHANET:228423	OMIM:614172 ! Immunodeficiency 21,Orphanet:228423 ! Monocytopenia with susceptibility to infections
GARD:0010935 ! 16q24.3 microdeletion syndrome	ORPHANET:261250	Orphanet:261250 ! 16q24.3 microdeletion syndrome
GARD:0010936 ! 17q23.1q23.2 microdeletion syndrome	ORPHANET:261279	OMIM:613355 ! chromosome 17q23.1-q23.2 deletion syndrome
GARD:0010937 ! Congenital generalized lipodystrophy type 4	ORPHANET:228429	OMIM:613327 ! Lipodystrophy, Congenital Generalized, Type 4
GARD:0010938 ! Microcornea  posterior megalolenticonus  persistent fetal vasculature coloboma	ORPHANET:231736	Orphanet:231736 ! Microcornea - posterior megalolenticonus - persistent fetal vasculature - coloboma
GARD:0010939 ! CLOVES syndrome	ORPHANET:140944	OMIM:612918 ! CLOVE syndrome
GARD:0010940 ! Superior limbic keratoconjunctivitis	ORPHANET:88633	Orphanet:88633 ! Superior limbic keratoconjunctivitis
GARD:0010941 ! Anterior uveitis	ORPHANET:280886	DOID:1407 ! anterior uveitis
GARD:0010942 ! Megalocornea - spherophakia - secondary glaucoma	ORPHANET:238763	OMIM:251750 ! Microspherophakia And/Or Megalocornea, With Ectopia Lentis and With or Without Secondary Glaucoma,Orphanet:238763 ! Glaucoma secondary to spherophakia/ectopia lentis and megalocornea
GARD:0010943 ! 1q44 microdeletion syndrome	ORPHANET:238769	Orphanet:238769 ! 1q44 microdeletion syndrome
GARD:0010946 ! Corticosteroid-sensitive aseptic abscesses	ORPHANET:54251	Orphanet:54251 ! Corticosteroid-sensitive aseptic abscess syndrome
GARD:0010947 ! UV sensitive syndrome	ORPHANET:178338	DOID:0060240 ! UV-sensitive syndrome
GARD:0010948 ! Erythropoietic uroporphyria associated with myeloid malignancy	ORPHANET:280379	Orphanet:280379 ! Erythropoietic uroporphyria associated with myeloid malignancy
GARD:0010949 ! Non 24 hour sleep wake disorder	ORPHANET:73267	Orphanet:73267 ! Hypernychthemeral syndrome
GARD:0010951 ! Necrobiotic xanthogranuloma	ORPHANET:158011	Orphanet:158011 ! Necrobiotic xanthogranuloma
GARD:0010954 ! 3-methylcrotonyl-CoA carboxylase deficiency	ORPHANET:6	DOID:0050710 ! 3-Methylcrotonyl-CoA carboxylase deficiency
GARD:0010955 ! Noonan syndrome	ORPHANET:648	DOID:3490 ! Noonan syndrome,OMIM:163950 ! Noonan Syndrome 1
GARD:0010956 ! Hyper IgE syndrome	OMIM:147060 ! Job's syndrome	Orphanet:331223 ! Hyper-IgE syndrome
GARD:0010956 ! Hyper IgE syndrome	OMIM:243700 ! Hyper-Ige Recurrent Infection Syndrome, Autosomal Recessive	Orphanet:331223 ! Hyper-IgE syndrome
GARD:0010957 ! Iron-refractory iron deficiency anemia	ORPHANET:209981	OMIM:206200 ! IRIDA syndrome
GARD:0010958 ! Oculocutaneous albinism	ORPHANET:55	DOID:0050632 ! oculocutaneous albinism
GARD:0010962 ! TEMPI syndrome	ORPHANET:284227	Orphanet:284227 ! TEMPI syndrome
GARD:0010966 ! Systemic onset juvenile idiopathic arthritis	ORPHANET:85414	Orphanet:85414 ! Systemic-onset juvenile idiopathic arthritis
GARD:0010969 ! Enthesitis-related juvenile idiopathic arthritis	ORPHANET:85438	Orphanet:85438 ! Enthesitis-related arthritis
GARD:0010970 ! Psoriatic juvenile idiopathic arthritis	OMIM:607507 ! Psoriatic Arthritis, Susceptibility to	Orphanet:85436 ! Juvenile psoriatic arthritis
GARD:0010970 ! Psoriatic juvenile idiopathic arthritis	ORPHANET:85436	Orphanet:85436 ! Juvenile psoriatic arthritis
GARD:0010972 ! Chromosome 17q deletion	ORPHANET:1597	Orphanet:1597 ! Distal monosomy 17q
GARD:0010973 ! Adult neuronal ceroid lipofuscinosis	ORPHANET:79262	Orphanet:79262 ! Adult neuronal ceroid lipofuscinosis
GARD:0010974 ! Familial hemiplegic migraine type 3	ORPHANET:569	OMIM:609634 ! Migraine, Familial Hemiplegic, 3
GARD:0010975 ! Familial hemiplegic migraine	ORPHANET:569	DOID:0060178 ! familial hemiplegic migraine,OMIM:141500 ! Migraine, Familial Hemiplegic, 1
GARD:0010975 ! Familial hemiplegic migraine	SNOMED_CT:95656000	DOID:0060178 ! familial hemiplegic migraine,OMIM:141500 ! Migraine, Familial Hemiplegic, 1
GARD:0010977 ! Pontocerebellar hypoplasia	ORPHANET:98523	DOID:0060264 ! pontocerebellar hypoplasia
GARD:0010980 ! Autoimmune polyglandular syndrome type 3	ORPHANET:227982	Orphanet:227982 ! Autoimmune polyendocrinopathy type 3
GARD:0010981 ! Hereditary diffuse leukoencephalopathy with spheroids	ORPHANET:313808	OMIM:221820 ! Leukoencephalopathy, Diffuse Hereditary, With Spheroids
GARD:0010983 ! Disseminated superficial actinic porokeratosis	ORPHANET:79152	DOID:3805 ! porokeratosis
GARD:0010984 ! IL12RB1 deficiency	OMIM:209950 ! Immunodeficiency 27A	OMIM:614891 ! Immunodeficiency 30
GARD:0010985 ! Left ventricular noncompaction	ORPHANET:54260	DC:0000237 ! Left Ventricular Noncompaction
GARD:0010986 ! Granulomatous slack skin disease	ORPHANET:33111	Orphanet:33111 ! Granulomatous slack skin
GARD:0010991 ! 19p13.12 microdeletion syndrome	ORPHANET:254346	Orphanet:254346 ! 19p13.12 microdeletion syndrome
GARD:0010992 ! Autosomal recessive spastic ataxia 4	ORPHANET:254343	OMIM:613672 ! Spastic Ataxia 4, Autosomal Recessive
GARD:0010996 ! Chromosome 17p13.1 deletion syndrome	ORPHANET:319171	OMIM:613776 ! chromosome 17p13.1 deletion syndrome
GARD:0010997 ! Loeys-Dietz syndrome type 3	ORPHANET:284984	OMIM:100300 ! Adams-Oliver Syndrome 1,OMIM:613795 ! Aneurysm - osteoarthritis syndrome
GARD:0010998 ! 2q23.1 microdeletion syndrome	ORPHANET:228402	Orphanet:228402 ! 2q23.1 microdeletion syndrome
GARD:0010999 ! Spastic paraplegia 51	ORPHANET:280763	OMIM:613744 ! Spastic Paraplegia 51, Autosomal Recessive,Orphanet:280763 ! Severe intellectual disability and progressive spastic paraplegia
GARD:0011000 ! Megaloblastic anemia due to dihydrofolate reductase deficiency	ORPHANET:319651	OMIM:613839 ! Megaloblastic Anemia Due to Dihydrofolate Reductase Deficiency
GARD:0011004 ! Linear and whorled nevoid hypermelanosis	ORPHANET:79150	OMIM:614323 ! Linear and whorled nevoid hypermelanosis
GARD:0011005 ! Febrile infection-related epilepsy syndrome	ORPHANET:163703	Orphanet:163703 ! Febrile infection-related epilepsy syndrome
GARD:0011006 ! Painful orbital and systemic neurofibromas-marfanoid habitus syndrome	ORPHANET:300501	Orphanet:300501 ! Painful orbital and systemic neurofibromas-marfanoid habitus syndrome
GARD:0011007 ! Onychocytic matricoma	ORPHANET:300504	Orphanet:300504 ! Onychocytic matricoma
GARD:0011008 ! Nestor-guillermo progeria syndrome	ORPHANET:280576	OMIM:614008 ! Nestor-Guillermo progeria syndrome
GARD:0011009 ! Chondrodysplasia with joint dislocations, GPAPP type	ORPHANET:280586	OMIM:614078 ! Chondrodysplasia with joint dislocations, gPAPP type
GARD:0011010 ! Hereditary sensorimotor neuropathy with hyperelastic skin	ORPHANET:280598	Orphanet:280598 ! Hereditary sensorimotor neuropathy with hyperelastic skin
GARD:0011855 ! Ameloblastic carcinoma	ORPHANET:314422	Orphanet:314422 ! Ameloblastic carcinoma
GARD:0011890 ! Zellweger spectrum	ORPHANET:79189	Orphanet:79189 ! Peroxisome biogenesis disorder-Zellweger syndrome spectrum
GARD:0011892 ! Cobb syndrome	ORPHANET:53721	Orphanet:53721 ! Cobb syndrome
GARD:0011893 ! Mandibuloacral dysplasia	ORPHANET:2457	Orphanet:2457 ! Mandibuloacral dysplasia
GARD:0011894 ! Pulmonary alveolar microlithiasis	ORPHANET:60025	OMIM:265100 ! pulmonary alveolar microlithiasis
GARD:0011897 ! Cone dystrophy	ORPHANET:1871	DOID:0050795 ! cone dystrophy
GARD:0011898 ! Linear lichen planus	ORPHANET:254379	Orphanet:254379 ! Linear lichen planus
GARD:0011899 ! Neurodegeneration with brain iron accumulation	ORPHANET:385	DC:0000320 ! Neurodegeneration with Brain Iron Accumulation
GARD:0011902 ! Congenital myasthenic syndrome	ORPHANET:590	DOID:3635 ! congenital myasthenic syndrome,MESH:D020294 ! Myasthenic Syndromes, Congenital,OMIA:000685 ! Myasthenic syndrome, congenital,OMIA:000685-9615 ! Congenital myasthenic syndrome,OMIA:001928-9615 ! Congenital myasthenic syndromes
GARD:0011903 ! Specific antibody deficiency	ORPHANET:70593	Orphanet:70593 ! Immunodeficiency due to selective anti-polysaccharide antibody deficiency
GARD:0011906 ! Cylindrical spirals myopathy	ORPHANET:171886	OMIM:160990 ! Myotonic Myopathy With Cylindrical Spirals,Orphanet:171886 ! Cylindrical spirals myopathy
GARD:0011907 ! Acute panmyelosis with myelofibrosis	ORPHANET:86843	Orphanet:86843 ! Acute panmyelosis with myelofibrosis
GARD:0011910 ! Atypical Werner syndrome	ORPHANET:79474	Orphanet:79474 ! Atypical Werner syndrome
GARD:0011911 ! Deafness-infertility syndrome	ORPHANET:94064	OMIM:611102 ! Deafness-infertility syndrome
GARD:0011915 ! Cap myopathy	ORPHANET:171881	OMIM:208250 ! Camptodactyly-Arthropathy-Coxa Vara-Pericarditis Syndrome,Orphanet:171881 ! Cap myopathy
GARD:0011918 ! Autosomal dominant nocturnal frontal lobe epilepsy	ORPHANET:98784	OMIM:600513 ! Epilepsy, Nocturnal Frontal Lobe, 1,Orphanet:98784 ! Autosomal dominant nocturnal frontal lobe epilepsy
GARD:0011923 ! Small cell carcinoma of the bladder	ORPHANET:284400	Orphanet:284400 ! Small cell carcinoma of the bladder
GARD:0011925 ! X-linked myotubular myopathy	ORPHANET:596	OMIM:310400 ! X-linked centronuclear myopathy
GARD:0011927 ! Hereditary sensory neuropathy type IE	ORPHANET:36386	MESH:C580162 ! Hereditary Sensory and Autonomic Neuropathy Type Ie,OMIM:614116 ! Neuropathy, Hereditary Sensory, Type 1E,Orphanet:36386 ! Hereditary sensory and autonomic neuropathy type 1
GARD:0011962 ! Familial partial lipodystrophy	ORPHANET:98306	DOID:0050440 ! familial partial lipodystrophy,MESH:D052496 ! Lipodystrophy, Familial Partial
GARD:0011967 ! Pitt-Hopkins-like syndrome	ORPHANET:221150	Orphanet:221150 ! Pitt-Hopkins-like syndrome
GARD:0011971 ! Renal nutcracker syndrome	ORPHANET:71273	OMIM:259775 ! Lethal osteosclerotic bone dysplasia,Orphanet:71273 ! Renal nutcracker syndrome
GARD:0011972 ! Dominant optic atrophy	ORPHANET:98672	Orphanet:98672 ! Autosomal dominant optic atrophy
GARD:0011973 ! Angioimmunoblastic T-cell lymphoma	ORPHANET:86886	Orphanet:86886 ! Angioimmunoblastic T-cell lymphoma
GARD:0011980 ! Hypomyelination and congenital cataract	ORPHANET:85163	OMIM:610532 ! Leukodystrophy, Hypomyelinating, 5,Orphanet:85163 ! Hypomyelination - congenital cataract
GARD:0011982 ! Membranoproliferative glomerulonephritis	ORPHANET:54370	DOID:2920 ! membranoproliferative glomerulonephritis
GARD:0011983 ! PASLI disease	ORPHANET:397596	OMIM:615513 ! Immunodeficiency 14,Orphanet:397596 ! Activated PIK3-delta syndrome
GARD:0011984 ! Hereditary paraganglioma-pheochromocytoma	ORPHANET:29072	Orphanet:29072 ! Hereditary pheochromocytoma-paraganglioma
GARD:0011985 ! 48,XYYY	ORPHANET:99329	Orphanet:99329 ! 48,XYYY syndrome
GARD:0011992 ! Anti-interferon-gamma autoantibody syndrome	ORPHANET:306431	Orphanet:306431 ! Acquired adult-onset immunodeficiency
GARD:0012008 ! Congenital tracheal stenosis	ORPHANET:141127	OMIM:603569 ! Tracheobronchial Stenosis, Congenital,Orphanet:141127 ! Congenital tracheal stenosis
GARD:0012010 ! Biliary atresia	ORPHANET:30391	DOID:13608 ! biliary atresia
GARD:0012011 ! Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	ORPHANET:93114	OMIM:614455 ! Charcot-Marie-Tooth Disease, Dominant Intermediate E,Orphanet:93114 ! Autosomal dominant intermediate Charcot-Marie-Tooth disease type E
GARD:0012015 ! Lipoblastoma	ORPHANET:247762	Orphanet:247762 ! Lipoblastoma
GARD:0012015 ! Lipoblastoma	SNOMED_CT:400102008	Orphanet:247762 ! Lipoblastoma
GARD:0012016 ! Primary melanoma of the central nervous system	ORPHANET:252050	Orphanet:252050 ! Primary melanoma of the central nervous system
GARD:0012017 ! Pineal germ cell tumor	SNOMED_CT:670553017	DOID:1660 ! malignant pineal area germ cell neoplasm
GARD:0012027 ! Papillary thyroid carcinoma	ORPHANET:146	DOID:3969 ! papillary thyroid carcinoma,OMIM:188550 ! Thyroid Carcinoma, Papillary
GARD:0012027 ! Papillary thyroid carcinoma	SNOMED_CT:255029007	DOID:3969 ! papillary thyroid carcinoma,OMIM:188550 ! Thyroid Carcinoma, Papillary
GARD:0012027 ! Papillary thyroid carcinoma	UMLS:C0238463	DOID:3969 ! papillary thyroid carcinoma,OMIM:188550 ! Thyroid Carcinoma, Papillary
GARD:0012033 ! Nemaline myopathy	ORPHANET:607	DOID:3191 ! nemaline myopathy,MESH:D017696 ! Myopathies, Nemaline,OMIM:162820 ! Neutrophil Migration
GARD:0012036 ! Facial onset sensory and motor neuronopathy	ORPHANET:85162	Orphanet:85162 ! Facial onset sensory and motor neuronopathy
GARD:0012048 ! Immunotactoid glomerulopathy	ORPHANET:97567	Orphanet:97567 ! Immunotactoid glomerulopathy
GARD:0012059 ! Amish infantile epilepsy syndrome	ORPHANET:171714	OMIM:609056 ! Amish infantile epilepsy syndrome
GARD:0012076 ! 7q11.23 duplication syndrome	ORPHANET:96121	DECIPHER:43 ! 7q11.23 Duplication Syndrome,OMIM:609757 ! Williams-Beuren Region Duplication Syndrome
GARD:0012085 ! Microphthalmia	ORPHANET:2542	DOID:10629 ! microphthalmia,OMIA:000649 ! Microphthalmia
GARD:0012097 ! Lysosomal acid lipase deficiency	ORPHANET:275761	OMIM:278000 ! Wolman disease,Orphanet:275761 ! Lysosomal acid lipase deficiency
GARD:0012099 ! Cholesteryl ester storage disease	ORPHANET:75234	DOID:14502 ! cholesterol ester storage disease,OMIM:278000 ! Wolman disease
GARD:0012107 ! Autosomal dominant non-syndromic intellectual disability	ORPHANET:178469	DOID:0060307 ! autosomal dominant non-syndromic intellectual disability
GARD:0012109 ! Trichothiodystrophy	ORPHANET:33364	DOID:2960 ! photosensitive trichothiodystrophy
GARD:0012117 ! Autosomal recessive primary microcephaly	ORPHANET:2512	MESH:C579935 ! Autosomal Recessive Primary Microcephaly
GARD:0012125 ! Plasmablastic lymphoma	ORPHANET:289666	Orphanet:289666 ! Plasmablastic lymphoma
GARD:0012128 ! Methylmalonic acidemia with homocystinuria, type cblC	ORPHANET:79282	OMIM:277400 ! methylmalonic aciduria and homocystinuria type cblC
GARD:0012144 ! Dopa-responsive dystonia	ORPHANET:255	Orphanet:255 ! Dopa-responsive dystonia
GARD:0012155 ! Hypomagnesemia 6	ORPHANET:34527	Orphanet:34527 ! Familial primary hypomagnesemia with normocalciuria and normocalcemia
GARD:0012162 ! Reducing body myopathy	ORPHANET:97239	Orphanet:97239 ! Reducing body myopathy
GARD:0012166 ! 5q14.3 microdeletion syndrome	ORPHANET:228384	Orphanet:228384 ! 5q14.3 microdeletion syndrome
GARD:0012185 ! Benign recurrent intrahepatic cholestasis	ORPHANET:65682	Orphanet:65682 ! Benign recurrent intrahepatic cholestasis
GARD:0012232 ! Spinocerebellar ataxia autosomal recessive 7	ICD_10:G11.1	DOID:0080059 ! autosomal recessive spinocerebellar ataxia 7,OMIM:609270 ! Spinocerebellar Ataxia, Autosomal Recessive 7
GARD:0012232 ! Spinocerebellar ataxia autosomal recessive 7	ORPHANET:284324	DOID:0080059 ! autosomal recessive spinocerebellar ataxia 7,OMIM:609270 ! Spinocerebellar Ataxia, Autosomal Recessive 7
GARD:0012234 ! Spinocerebellar ataxia autosomal recessive 8	ICD_10:G11.2	OMIM:610743 ! Spinocerebellar Ataxia, Autosomal Recessive 8
GARD:0012234 ! Spinocerebellar ataxia autosomal recessive 8	ORPHANET:88644	OMIM:610743 ! Spinocerebellar Ataxia, Autosomal Recessive 8
GARD:0012244 ! NORSE	ORPHANET:363558	Orphanet:363558 ! New-onset refractory status epilepticus
GARD:0012251 ! Isolated ectopia lentis	ORPHANET:1885	MESH:C536184 ! Familial ectopia lentis,MESH:D004479 ! Ectopia Lentis
GARD:0012257 ! T-cell/histiocyte rich large B cell lymphoma	ORPHANET:300857	Orphanet:300857 ! T-cell/histiocyte rich large B cell lymphoma
GARD:0012267 ! Congenital insensitivity to pain	ORPHANET:88642	DOID:0050548 ! hereditary sensory neuropathy,OMIM:608654 ! Hereditary sensory and autonomic neuropathy type 5,Orphanet:88642 ! Channelopathy-associated congenital insensitivity to pain
GARD:0012280 ! Central congenital hypothyroidism	ORPHANET:226298	Orphanet:226298 ! Central congenital hypothyroidism
GARD:0012299 ! Bradyopsia	ORPHANET:75374	OMIM:608415 ! bradyopsia
GARD:0012300 ! Pelizaeus-Merzbacher-like disease	ORPHANET:280270	Orphanet:280270 ! Pelizaeus-Merzbacher-like disease
GARD:0012311 ! Congenital lactase deficiency	ORPHANET:53690	OMIM:223000 ! Congenital lactase deficiency
GARD:0012312 ! IMAGe syndrome	ORPHANET:85173	OMIM:614732 ! IMAGe syndrome
GARD:0012328 ! Hereditary sensory and autonomic neuropathy type V	ORPHANET:64752	OMIM:608654 ! Hereditary sensory and autonomic neuropathy type 5
GARD:0012331 ! Intestinal lymphangiectasia	ORPHANET:36204	OMIM:152800 ! Lymphangiectasia, Intestinal,Orphanet:36204 ! Intestinal lymphangiectasia
GARD:0012335 ! Uterine Carcinosarcoma	ORPHANET:213610	DOID:6171 ! uterine carcinosarcoma
GARD:0012344 ! Rare lichen planus	ORPHANET:254367	DOID:9201 ! lichen planus,MESH:C563624 ! Lichen Planus, Familial,MESH:D008010 ! Lichen Planus,OMIM:151620 ! Lichen Planus, Familial
GARD:0012347 ! Dihydropyrimidinase deficiency	ORPHANET:38874	OMIA:001776 ! Dihydropyrimidinase deficiency,OMIM:222748 ! Dihydropyrimidinuria
GARD:0012348 ! COG5-CDG (CDG-IIi)	ORPHANET:263487	OMIM:613612 ! Congenital Disorder of Glycosylation, Type Iii,Orphanet:263487 ! COG5-CDG
GARD:0012351 ! BRCA1 hereditary breast and ovarian cancer syndrome	ORPHANET:145	DOID:5683 ! hereditary breast ovarian cancer,OMIM:604370 ! Breast-Ovarian Cancer, Familial, Susceptibility To, 1
GARD:0012352 ! BRCA2 hereditary breast and ovarian cancer syndrome	ORPHANET:145	DOID:5683 ! hereditary breast ovarian cancer,OMIM:612555 ! Breast-Ovarian Cancer, Familial, Susceptibility To, 2
GARD:0012353 ! Autosomal recessive axonal neuropathy with neuromyotonia	ORPHANET:324442	OMIM:137200 ! Gamstorp-Wohlfart syndrome
GARD:0012361 ! Eosinophil peroxidase deficiency	OMIM:261500	MESH:C564893 ! Presentey Anomaly
GARD:0012362 ! Familial hyperaldosteronism type III	ORPHANET:251274	OMIM:613677 ! Familial hyperaldosteronism type III
GARD:0012365 ! Spinocerebellar ataxia 19/22	ORPHANET:98772	DOID:0050970 ! spinocerebellar ataxia type 19/22
GARD:0012372 ! Autosomal dominant cerebellar ataxia, deafness, and narcolepsy	ORPHANET:314404	OMIM:604121 ! autosomal dominant cerebellar ataxia, deafness and narcolepsy
GARD:0012375 ! Idiopathic CD4 positive T-lymphocytopenia	ORPHANET:228000	DOID:3109 ! idiopathic CD4-positive T-lymphocytopenia,OMIM:615518 ! Immunodeficiency 13
GARD:0012382 ! Sudden infant death with dysgenesis of the testes syndrome	ORPHANET:168593	OMIM:608800 ! Sudden infant death - dysgenesis of the testes
GARD:0012385 ! Macrozoospermia	ORPHANET:137893	OMIM:243060 ! Spermatogenic Failure 5,Orphanet:137893 ! Male infertility due to large-headed multiflagellar polyploid spermatozoa
GARD:0012390 ! Schnitzler syndrome	ORPHANET:37748	DOID:4371 ! Schnitzler syndrome
GARD:0012393 ! DOLK-CDG (CDG-Im)	ORPHANET:91131	OMIM:610768 ! Congenital Disorder of Glycosylation, Type Im,Orphanet:91131 ! DK1-CDG
GARD:0012394 ! RFT1-CDG (CDG-In)	ORPHANET:244310	OMIM:612015 ! Congenital Disorder of Glycosylation, Type in,Orphanet:244310 ! RFT1-CDG
GARD:0012395 ! DPM3-CDG (CDG-Io)	ORPHANET:263494	OMIM:612937 ! Congenital Disorder of Glycosylation, Type Io,Orphanet:263494 ! DPM3-CDG
GARD:0012396 ! ALG11-CDG (CDG-Ip)	ORPHANET:280071	OMIM:613661 ! Congenital Disorder of Glycosylation, Type Ip,Orphanet:280071 ! ALG11-CDG
GARD:0012397 ! SRD5A3-CDG (CDG-Iq)	ORPHANET:324737	OMIM:612379 ! Congenital Disorder of Glycosylation, Type Iq,Orphanet:324737 ! SRD5A3-CDG
GARD:0012398 ! DDOST-CDG (CDG-Ir)	ORPHANET:300536	DOID:5212 ! congenital disorder of glycosylation,OMIM:614507 ! Congenital Disorder of Glycosylation, Type Ir,Orphanet:300536 ! DDOST-CDG
