ORDR ID:			Disease Name:	Synonym(s):	OMIM Num(s):	Orphanet Num(s):	URL:
9176			"Pyogenic arthritis, pyoderma gangrenosum and acne"	"Familial recurrent arthritis;FRA;PAPA syndrome;PAPAS;Pyogenic arthritis - pyoderma gangrenosum - acne;Pyogenic arthritis, pyoderma gangrenosum, and severe cystic acne"	604416	69126	"http://rarediseases.info.nih.gov/gard/9176/Pyogenic-arthritis,-pyoderma-gangrenosum-and-acne/resources/1"
9177			Lethal congenital contracture syndrome 2	"LCCS2;Lethal congenital contracture syndrome type 2;Multiple contracture syndrome, Israeli Bedouin type;Multiple contracture syndrome, Israeli-Bedouin type"	607598	137776	http://rarediseases.info.nih.gov/gard/9177/Lethal-congenital-contracture-syndrome-2/resources/1
9178			"Intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, and obesity"	MEHMO;MEHMO syndrome;X-linked intellectual disability - epileptic seizures - hypogenitalism - microcephaly - obesity;X-linked MEHMO syndrome	300148	85282	"http://rarediseases.info.nih.gov/gard/9178/Intellectual-disability,-epileptic-seizures,-hypogonadism-and-hypogenitalism,-microcephaly,-and-obesity/resources/1"
9179			North Carolina macular dystrophy	"CAPE dystrophy;CAPED;Central areolar pigment epithelial dystrophy;Central retinal pigment epithelial dystrophy;Foveal dystrophy progressive;Macular dystrophy retinal 1 North Carolina type;MCDR1;NCMD;North Carolina macular dystrophy, retinal 1;Progressive foveal dystrophy;Retinal pigment epithelial dystrophy central"	136550	75327	http://rarediseases.info.nih.gov/gard/9179/North-Carolina-macular-dystrophy/resources/1
9180			Membranous nephropathy	"Extramembranous glomerulonephritis;Glomerulonephritis, membranous;Idiopathic membranous glomerulonephritis;Idiopathic membranous nephropathy;Membranous glomerulonephritis;Membranous GN;MGN"	614692	97560	http://rarediseases.info.nih.gov/gard/9180/Membranous-nephropathy/resources/1
9181			Abdominal aortic aneurysm	"Aneurysm, abdominal aortic;Familial abdominal aortic aneurysm"	100070	86	http://rarediseases.info.nih.gov/gard/9181/Abdominal-aortic-aneurysm/resources/1
9182			Duane-radial ray syndrome	Acrorenoocular syndrome;DR syndrome;DRRS;Duane anomaly with radial abnormalities and deafness;Okihiro syndrome	607323	93293	http://rarediseases.info.nih.gov/gard/9182/Duane-radial-ray-syndrome/resources/1
9184			Progressive pseudorheumatoid arthropathy of childhood	"Arthropathy, progressive pseudorheumatoid, of childhood;PPAC;PPD;Progressive pseudorheumatoid chondrodysplasia;Progressive pseudorheumatoid dysplasia;SEDT-PA;Spondyloepiphyseal dysplasia tarda - progressive arthropathy;Spondyloepiphyseal dysplasia tarda with progressive arthropathy"	208230	1159	http://rarediseases.info.nih.gov/gard/9184/Progressive-pseudorheumatoid-arthropathy-of-childhood/resources/1
9185			"Atypical mycobacteriosis, familial"	"Atypical mycobacterial infection, disseminated;Atypical mycobacterial infection, familial disseminated;MSMD;Mycobacterial disease, Mendelian susceptibility to"	209950		"http://rarediseases.info.nih.gov/gard/9185/Atypical-mycobacteriosis,-familial/resources/1"
9188			HAIR-AN syndrome	"Hyperandrogenic, insulin-resistant acanthosis nigricans syndrome;Hyperandrogenism (HA), insulin resistance (IR), and acanthosis nigricans (AN)"		34412	http://rarediseases.info.nih.gov/gard/9188/HAIR-AN-syndrome/resources/1
9189			Charcot-Marie-Tooth disease type 1D	"Charcot Marie Tooth disease type 1D;Charcot-Marie-Tooth disease, demyelinating, Type 1D;CMT 1D;CMT1D;Hereditary motor and sensory neuropathy 1D;HMSN 1D"	607678	101084	http://rarediseases.info.nih.gov/gard/9189/Charcot-Marie-Tooth-disease-type-1D/resources/1
9190			Charcot-Marie-Tooth disease type 1E	"Charcot Marie Tooth disease type 1E;Charcot-Marie-Tooth disease - deafness;Charcot-Marie-Tooth disease and deafness;Charcot-Marie-Tooth disease, demyelinating, Type 1E;Charcot-Marie-Tooth neuropathy and deafness, autosomal dominant;CMT 1E;CMT1E"	118300	90658	http://rarediseases.info.nih.gov/gard/9190/Charcot-Marie-Tooth-disease-type-1E/resources/1
9191			Charcot-Marie-Tooth disease type 1F	"Charcot Marie Tooth disease type 1F;Charcot-Marie-Tooth disease, demyelinating, Type 1F;CMT 1F;CMT1F"	607734	101085	http://rarediseases.info.nih.gov/gard/9191/Charcot-Marie-Tooth-disease-type-1F/resources/1
9192			Charcot-Marie-Tooth disease type 2B	"Autosomal dominant Charcot-Marie-Tooth disease type 2B;Charcot Marie Tooth disease type 2B;Charcot-Marie-Tooth disease, axonal, Type 2B;Charcot-Marie-Tooth disease, neuronal, Type 2B;CMT 2B;CMT2B;Hereditary motor and sensory neuropathy 2 B (HMSN 2 B);Peripheral sensory neuropathy, autosomal dominant (PSN)"	600882	99936	http://rarediseases.info.nih.gov/gard/9192/Charcot-Marie-Tooth-disease-type-2B/resources/1
9193			Charcot-Marie-Tooth disease type 2E	"Autosomal dominant Charcot-Marie-Tooth disease type 2E;Charcot Marie Tooth disease type 2E;Charcot-Marie-Tooth disease, axonal, Type 2E;CMT 2E;CMT2E"	607684	99939	http://rarediseases.info.nih.gov/gard/9193/Charcot-Marie-Tooth-disease-type-2E/resources/1
9194			Charcot-Marie-Tooth disease type 2F	"Autosomal dominant Charcot-Marie-Tooth disease type 2F;Charcot Marie Tooth disease type 2F;Charcot-Marie-Tooth disease, axonal, Type 2F;Charcot-Marie-Tooth disease, neuronal, Type 2F;Charcot-Marie-Tooth neuropathy, type 2F;CMT 2F;CMT2F"	606595	99940	http://rarediseases.info.nih.gov/gard/9194/Charcot-Marie-Tooth-disease-type-2F/resources/1
9195			Charcot-Marie-Tooth disease type 2G	"Autosomal dominant Charcot-Marie-Tooth disease type 2G;Charcot Marie Tooth disease type 2G;Charcot-Marie-Tooth disease, axonal, Type 2G;Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomal recessive;Charcot-Marie-Tooth disease, Type 4A, axonal form;CMT 2G;CMT2G"	607706	99941	http://rarediseases.info.nih.gov/gard/9195/Charcot-Marie-Tooth-disease-type-2G/resources/1
9196			Charcot-Marie-Tooth disease type 2H	"Charcot Marie Tooth disease type 2H;Charcot-Marie-Tooth disease, axonal, Type 2H;Charcot-Marie-Tooth disease, axonal, with pyramidal features, autosomal recessive;CMT 2H"	607731	101102	http://rarediseases.info.nih.gov/gard/9196/Charcot-Marie-Tooth-disease-type-2H/resources/1
9197			Charcot-Marie-Tooth disease type 2I	"Autosomal dominant Charcot-Marie-Tooth disease type 2I;Charcot Marie Tooth disease type 2I;Charcot-Marie-Tooth disease, axonal, Type 2I;CMT 2I;CMT2I"	607677	99942	http://rarediseases.info.nih.gov/gard/9197/Charcot-Marie-Tooth-disease-type-2I/resources/1
9198			Charcot-Marie-Tooth disease type 2J	"Autosomal dominant Charcot-Marie-Tooth disease type 2J;Charcot Marie Tooth disease type 2J;Charcot-Marie-Tooth disease, axonal, Type 2J;Charcot-Marie-Tooth disease, Type 2, with hearing loss and pupillary abnormalities;CMT 2J;CMT2J"	607736	99943	http://rarediseases.info.nih.gov/gard/9198/Charcot-Marie-Tooth-disease-type-2J/resources/1
9199			Charcot-Marie-Tooth disease type 2K	"Autosomal dominant Charcot-Marie-Tooth disease type 2K;Charcot Marie Tooth disease type 2K;Charcot-Marie-Tooth disease, axonal, autosomal recessive, Type 2K;Charcot-Marie-Tooth disease, axonal, Type 2K;CMT 2K;CMT2K"	607831	99944	http://rarediseases.info.nih.gov/gard/9199/Charcot-Marie-Tooth-disease-type-2K/resources/1
9200			Charcot-Marie-Tooth disease type 4B2	"Charcot Marie Tooth disease type 4B2;CHARCOT-MARIE-TOOTH DISEASE, WITH FOCALLY FOLDED MYELIN SHEATHS, AUTOSOMAL RECESSIVE, TYPE 4B2;CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 4B2;CMT 4B2;CMT4B2"	604563	99956	http://rarediseases.info.nih.gov/gard/9200/Charcot-Marie-Tooth-disease-type-4B2/resources/1
9201			Charcot-Marie-Tooth disease type 4C	"Charcot Marie Tooth disease type 4C;CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, AUTOSOMAL RECESSIVE, TYPE 4C;CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 4C;CMT 4C;CMT4C"	601596	99949	http://rarediseases.info.nih.gov/gard/9201/Charcot-Marie-Tooth-disease-type-4C/resources/1
9203			Charcot-Marie-Tooth disease type 4E	"Autosomal recessive congenital hypomyelinating neuropathy;Charcot Marie Tooth disease type 4E;CHN;CMT 4E;CMT4E;Congenital hypomyelinating neuropathy (CHN);Hypomyelination, severe congenital;Neuropathy, congenital hypomyelinating"	605253	99951	http://rarediseases.info.nih.gov/gard/9203/Charcot-Marie-Tooth-disease-type-4E/resources/1
9204			Hypertrophic neuropathy of Dejerine-Sottas	"Charcot-Marie-Tooth disease type 3;Charcot-Marie-Tooth Disease, type 3;CMT3;Dejerine-Sottas neuropathy;Dejerine-Sottas syndrome;DSN;DSS;Hereditary motor and sensory neuropathy 3;Hereditary motor and sensory neuropathy type 3;HMSN 3;HMSN3;Hypertrophic neuropathy of infancy"	145900	64748	http://rarediseases.info.nih.gov/gard/9204/Hypertrophic-neuropathy-of-Dejerine-Sottas/resources/1
9206			Autosomal dominant intermediate Charcot-Marie-Tooth disease type F	"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F;CMTDIF;DI-CMTF;GNB4-related intermediate Charcot-Marie-Tooth neuropathy"	615185	352670	http://rarediseases.info.nih.gov/gard/9206/Autosomal-dominant-intermediate-Charcot-Marie-Tooth-disease-type-F/resources/1
9207			Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	Charcot Marie Tooth disease dominant intermediate 3;CMTDID;DI-CMTD;MPZ-related intermediate Charcot-Marie-Tooth neuropathy	607791	100046	http://rarediseases.info.nih.gov/gard/9207/Autosomal-dominant-intermediate-Charcot-Marie-Tooth-disease-type-D/resources/1
9208			Hereditary motor and sensory neuropathy type 5	"Charcot-Marie-Tooth disease - pyramidal features;CMT with pyramidal features;Hereditary motor and sensory neuropathy 5;HMSN 5;Peroneal muscular atrophy with pyramidal features, autosomal dominant"	600361	64751	http://rarediseases.info.nih.gov/gard/9208/Hereditary-motor-and-sensory-neuropathy-type-5/resources/1
9210			Thiamine responsive megaloblastic anemia syndrome	Megaloblastic anemia thiamine-responsive with diabetes mellitus and sensorineural deafness;Rogers syndrome;Thiamine-responsive anemia syndrome;Thiamine-responsive megaloblastic anemia syndrome;Thiamine-responsive megaloblastic anemia with diabetes mellitus and sensorineural deafness;Thiamine-responsive myelodysplasia;TRMA	249270	49827	http://rarediseases.info.nih.gov/gard/9210/Thiamine-responsive-megaloblastic-anemia-syndrome/resources/1
9211			Aglossia and Situs Inversus				http://rarediseases.info.nih.gov/gard/9211/Aglossia-and-Situs-Inversus/resources/1
9212			Ulna and fibula absence of with severe limb deficiency	"AARRS;Absence of ulna and fibula;Absence of ulna and fibula with severe limb deficiency;Al Awadi Rass Rothschild syndrome;Al Awadi-Raas-Rothschild syndrome;Al-Awadi/Raas-Rothschild/Schinzel phocomelia syndrome;Aplasia/hypoplasia of limbs and pelvis;LPHAS;Phocomelia, Schinzel type;Schinzel phocomelia syndrome;Severe limb deficit"	276820	2879	http://rarediseases.info.nih.gov/gard/9212/Ulna-and-fibula-absence-of-with-severe-limb-deficiency/resources/1
9213			Alsing syndrome	"Atypical macular coloboma, familial juvenile nephronophthisis and skeletal abnormality"			http://rarediseases.info.nih.gov/gard/9213/Alsing-syndrome/resources/1
9216			Baetz-Greenwalt syndrome	Hypoplastic right-sided heart complex			http://rarediseases.info.nih.gov/gard/9216/Baetz-Greenwalt-syndrome/resources/1
9217			Lymphedema and cerebral arteriovenous anomaly	"Lymphedema - cerebral arteriovenous anomaly;Primary pulmonary hypertension, cerebrovascular malformation and lymphedema feet"	152900	86914	http://rarediseases.info.nih.gov/gard/9217/Lymphedema-and-cerebral-arteriovenous-anomaly/resources/1
9218			Auralcephalosyndactyly	Aural cephalosyndactyly;Kurczynski-Casperson syndrome	109050	1219	http://rarediseases.info.nih.gov/gard/9218/Auralcephalosyndactyly/resources/1
9219			Atlanto-Axial Fusion	Atlantoaxial Fusion;Atlantoaxial joint fusion			http://rarediseases.info.nih.gov/gard/9219/Atlanto-Axial-Fusion/resources/1
9220			Astley-Kendall syndrome	Astley-Kendall dysplasia;Infantile osteopetrosis with neuroaxonal dysplasia;Short limbed dwarfism with extensive stippling			http://rarediseases.info.nih.gov/gard/9220/Astley-Kendall-syndrome/resources/1
9221			Asternia	Absent sternum			http://rarediseases.info.nih.gov/gard/9221/Asternia/resources/1
9222			"Asternia with Cardiac, Diaphragmatic, and Abdominal defects"				"http://rarediseases.info.nih.gov/gard/9222/Asternia-with-Cardiac,-Diaphragmatic,-and-Abdominal-defects/resources/1"
9223			Arena syndrome	Spastic paraplegia with iron deposits in basal ganglia			http://rarediseases.info.nih.gov/gard/9223/Arena-syndrome/resources/1
9225			Tarsal carpal coalition syndrome	Tarsal-carpal coalition syndrome;TCC	186570	1412	http://rarediseases.info.nih.gov/gard/9225/Tarsal-carpal-coalition-syndrome/resources/1
9226			Abdominal obesity metabolic syndrome	AOMS1;Metabolic syndrome X	605552		http://rarediseases.info.nih.gov/gard/9226/Abdominal-obesity-metabolic-syndrome/resources/1
9227			"Duodenojejunal atresia with volvulus, absent dorsal mesentery and absent superior mesenteric artery"		606894		"http://rarediseases.info.nih.gov/gard/9227/Duodenojejunal-atresia-with-volvulus,-absent-dorsal-mesentery-and-absent-superior-mesenteric-artery/resources/1"
9228			"Urogenital adysplasia, hereditary"	"Bilateral renal agenesis;BRA;Hereditary renal agenesis;HRA;Maternal riboflavin deficiency;Renal agenesis;Renal agenesis, bilateral"	191830	1848	"http://rarediseases.info.nih.gov/gard/9228/Urogenital-adysplasia,-hereditary/resources/1"
9229			Bile duct cysts	Choledochal cyst;Choledochocele;Congenital choledochal cyst	603003		http://rarediseases.info.nih.gov/gard/9229/Bile-duct-cysts/resources/1
9230			Chiari malformation type 1	Arnold Chiari malformation type I;Chiari malformation type I;Chiari type I malformation	118420		http://rarediseases.info.nih.gov/gard/9230/Chiari-malformation-type-1/resources/1
9232			Chiari malformation type 2	Arnold Chiari malformation type II;Arnold-Chiari malformation;Arnold-Chiari malformation type 2;Arnold-Chiari malformation type II;Chiari malformation type II;Chiari type II malformation	207950	1136	http://rarediseases.info.nih.gov/gard/9232/Chiari-malformation-type-2/resources/1
9233			Chiari malformation type 3	Arnold Chiari malformation type III;Chiari malformation type III;Chiari type III malformation	118420		http://rarediseases.info.nih.gov/gard/9233/Chiari-malformation-type-3/resources/1
9234			Chiari malformation type 4	Arnold Chiari malformation type IV;Chiari malformation type IV;Chiari type IV malformation	118420		http://rarediseases.info.nih.gov/gard/9234/Chiari-malformation-type-4/resources/1
9236			Disseminated infection with mycobacterium avium complex	DMAC			http://rarediseases.info.nih.gov/gard/9236/Disseminated-infection-with-mycobacterium-avium-complex/resources/1
9237			SARS	Severe acute respiratory syndrome			http://rarediseases.info.nih.gov/gard/9237/SARS/resources/1
9238			West nile virus				http://rarediseases.info.nih.gov/gard/9238/West-nile-virus/resources/1
9239			Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1	"Amyotrophic lateral sclerosis, Parkinsonism/Dementia complex of Guam;Amyotrophic lateral sclerosis-parkinsonism-dementia complex;Amyotrophic lateral sclerosis-parkinsonism-dementia of Guam;Guam disease;Lytico-Bodig disease;Parkinsonism-dementia-ALS complex;PDALS"	105500	90020	http://rarediseases.info.nih.gov/gard/9239/Amyotrophic-lateral-sclerosis-parkinsonism/dementia-complex-1/resources/1
9240			Childhood acute lymphoblastic leukemia	Childhood acute lymphocytic leukemia;Childhood ALL;Pediatric acute lymphoblastic leukemia		513	http://rarediseases.info.nih.gov/gard/9240/Childhood-acute-lymphoblastic-leukemia/resources/1
9242			"Advanced sleep phase syndrome, familial"	Familial advanced sleep phase syndrome;Familial advanced sleep-phase syndrome;FASPS	604348	164736	"http://rarediseases.info.nih.gov/gard/9242/Advanced-sleep-phase-syndrome,-familial/resources/1"
9243			Bilirubin induced brain injury in the newborn				http://rarediseases.info.nih.gov/gard/9243/Bilirubin-induced-brain-injury-in-the-newborn/resources/1
9244			Cervical intraepithelial neoplasia				http://rarediseases.info.nih.gov/gard/9244/Cervical-intraepithelial-neoplasia/resources/1
9246			Collagenopathy type 2 alpha 1	Cartilage collagen;COL2A1;Collagen II	120140		http://rarediseases.info.nih.gov/gard/9246/Collagenopathy-type-2-alpha-1/resources/1
9247			Primary effusion lymphoma	AIDS-related lymphoma;PEL			http://rarediseases.info.nih.gov/gard/9247/Primary-effusion-lymphoma/resources/1
9249			Sinonasal undifferentiated carcinoma	Highly aggressive undifferentiated carcinoma of the nasal cavity and paranasal sinuses;SNUC			http://rarediseases.info.nih.gov/gard/9249/Sinonasal-undifferentiated-carcinoma/resources/1
9252			Tubulointerstitial nephritis and uveitis	Acute tubulointerstitial nephritis and uveitis syndrome;TINU;TINU syndrome;Tubulointerstitial nephritis and uveitis syndrome	607665	91500	http://rarediseases.info.nih.gov/gard/9252/Tubulointerstitial-nephritis-and-uveitis/resources/1
9253			Absence of septum pellucidum				http://rarediseases.info.nih.gov/gard/9253/Absence-of-septum-pellucidum/resources/1
9255			Early Infantile Epileptic Encephalopathy	Early infantile epileptic encephalopathy with suppression-bursts;EIEE;Ohtahara syndrome		1934	http://rarediseases.info.nih.gov/gard/9255/Early-Infantile-Epileptic-Encephalopathy/resources/1
9256			Dyssynergia cerebellaris myoclonica	Myoclonus and ataxia;Ramsay Hunt syndrome type 1 (formerly)	159700		http://rarediseases.info.nih.gov/gard/9256/Dyssynergia-cerebellaris-myoclonica/resources/1
